X,Y,Angle
992.5069507954097,884.9978687166015,0
1202.0,920.0,0
1004.5069507954097,884.9978687166015,0
1246.0,920.0,0
1016.5069507954097,884.9978687166015,0
1292.0,920.0,10
1028.5069507954097,884.9978687166015,0
1337.3011566385617,912.0121838273212,10
1040.5069507954097,884.9978687166015,0
1384.5719287831478,903.6770712993085,20
1052.5069507954097,884.9978687166015,0
1429.6771745808715,887.2601044196764,20
1064.5069507954097,884.9978687166015,0
1476.661805620167,870.1590972533929,30
1076.5069507954097,884.9978687166015,0
1519.9630758093888,845.1590972533929,40
1088.5069507954097,884.9978687166015,0
1558.2652979653376,813.019716769066,40
1100.5069507954097,884.9978687166015,0
1598.0996090075244,779.5947610653659,50
1112.5069507954097,884.9978687166015,0
1631.5245647112245,739.760450023179,60
1124.5069507954097,884.9978687166015,0
1657.5245647112245,694.7271290263882,60
1136.5069507954097,884.9978687166015,0
1684.5245647112245,647.9617572220285,70
1148.5069507954097,884.9978687166015,0
1702.9936524508105,597.2183556995894,80
1160.5069507954097,884.9978687166015,0
1712.3706540448247,544.0387370369302,90
1172.5069507954097,884.9978687166015,0
1712.3706540448247,490.03873703693023,100
1184.5069507954097,884.9978687166015,0
1702.9936524508105,436.859118374271,110
1196.5069507954097,884.9978687166015,0
1684.5245647112245,386.11571685183196,110
1208.5069507954097,884.9978687166015,0
1665.371436684987,333.4929300878211,120
1220.5069507954097,884.9978687166015,0
1637.371436684987,284.99550747589257,130
1232.5069507954097,884.9978687166015,0
1601.3753305425407,242.0970186612298,140
1244.5069507954097,884.9978687166015,0
1558.4768417278779,206.10091251878362,140
1256.5069507954097,884.9978687166015,10
1514.046264026977,168.81923115696435,150
1268.3246438315562,882.9140905845983,10
1463.8167906074796,139.81923115696435,160
1280.1423368677026,880.8303124525951,10
1409.3146186018969,119.98206284407557,160
1291.960029903849,878.7465343205919,10
1352.9330613547424,99.46085424453545,160
1303.7777229399956,876.6627561885887,10
1294.672118866016,78.255605358344,170
1315.595415976142,874.5789780565855,10
1233.614038179259,67.48941834299431,180
1327.4131090122885,872.4951999245823,10
1171.614038179259,67.48941834299433,180
1339.230802048435,870.4114217925791,10
1107.614038179259,67.48941834299434,180
1351.0484950845814,868.3276436605759,10
1041.614038179259,67.48941834299436,180
1362.8661881207279,866.2438655285727,10
973.6140381792591,67.48941834299437,180
1374.6838811568743,864.1600873965695,10
903.6140381792591,67.48941834299438,180
1386.5015741930208,862.0763092645662,10
831.6140381792591,67.4894183429944,180
1398.3192672291673,859.992531132563,10
757.6140381792591,67.48941834299441,180
1410.1369602653137,857.9087530005598,10
681.6140381792591,67.48941834299443,190
1421.9546533014602,855.8249748685566,10
606.7686489503312,80.68667984568113,190
1433.7723463376067,853.7411967365534,10
529.953644215379,94.2312377037017,190
1447.5596548797776,851.3101222492164,10
451.1690239744023,108.12309191705612,200
1463.3165789279728,848.5317514065455,10
375.99361431152965,135.48470338310963,210
1481.0431184821925,845.4060842085407,10
306.71158200877454,175.48470338310963,220
1500.7392735424366,841.9331206552022,10
245.4280265592563,226.90771215803278,230
1522.4050441087052,838.1128607465297,10
194.00501778433315,288.191267607551,240
1546.040430180998,833.9453044825234,10
154.00501778433318,357.47329991030614,250
1571.6454317593154,829.4304518631832,10
1599.2200488436572,824.5683028885092,10
830,920,0
830,920,0
830,920,10
830,920,10
830,920,0
830,920,0
830,920,350
830,920,350
830,920,0
830,920,10
830,920,0
830,920,10
830,920,0
830,920,0
830,920,350
830,920,10
830,920,0
830,920,0
830,920,0
830,920,0
850.0,920.0,0
850.0,920.0,10
849.6961550602441,916.5270364466614,10
849.6961550602441,916.5270364466614,10
850.0,920.0,10
850.0,920.0,10
849.6961550602441,923.4729635533386,350
849.6961550602441,923.4729635533386,350
850.0,920.0,0
849.6961550602441,916.5270364466614,20
850.0,920.0,0
849.6961550602441,916.5270364466614,0
850.0,920.0,0
850.0,920.0,350
849.6961550602441,923.4729635533386,340
849.6961550602441,916.5270364466614,10
850.0,920.0,350
850.0,920.0,10
850.0,920.0,10
850.0,920.0,0
872.0,920.0,0
869.6961550602441,916.5270364466614,20
871.3619256265126,912.706776537989,10
871.3619256265126,912.706776537989,10
869.6961550602441,916.5270364466614,10
869.6961550602441,916.5270364466614,20
867.4226946144638,926.5986307513433,350
867.4226946144638,926.5986307513433,350
868.0,920.0,0
868.4900074759623,909.686633580148,20
872.0,920.0,0
869.6961550602441,916.5270364466614,350
872.0,920.0,0
869.6961550602441,923.4729635533386,0
868.4900074759623,930.313366419852,340
871.3619256265126,912.706776537989,10
869.6961550602441,923.4729635533386,340
869.6961550602441,916.5270364466614,20
869.6961550602441,916.5270364466614,20
868.0,920.0,0
896.0,920.0,0
888.4900074759623,909.686633580148,20
894.9973116988057,908.5392202739827,10
894.9973116988057,908.5392202739827,10
891.3619256265126,912.706776537989,10
888.4900074759623,909.686633580148,20
883.1796186626591,929.3770015940141,350
883.1796186626591,929.3770015940141,350
884.0,920.0,0
889.1632451332523,902.1621904269833,20
896.0,920.0,0
889.3923101204882,920.0,340
896.0,920.0,0
889.6961550602441,923.4729635533386,350
885.4044746501087,936.469728999714,340
894.9973116988057,908.5392202739827,10
888.4900074759623,930.313366419852,330
888.4900074759623,909.686633580148,20
888.4900074759623,909.686633580148,20
884.0,920.0,0
922.0,920.0,0
905.4044746501087,903.530271000286,20
920.6023132771231,904.0243676546424,10
920.6023132771231,904.0243676546424,10
914.9973116988057,908.5392202739827,10
905.4044746501087,903.530271000286,20
896.96692720483,931.8080760813511,350
896.96692720483,931.8080760813511,0
898.0,920.0,0
911.7158680321141,893.9537069871673,20
922.0,920.0,0
908.1861625362064,926.8404028665134,330
922.0,920.0,0
909.3923101204882,926.9459271066771,340
900.4395565826832,941.9420512929247,340
920.6023132771231,904.0243676546424,20
905.8105155516511,940.313366419852,340
909.1632451332523,902.1621904269833,20
909.1632451332523,902.1621904269833,20
898.0,920.0,0
950.0,920.0,0
920.4395565826832,898.0579487070753,20
948.176930361465,899.1622186799684,10
948.176930361465,899.1622186799684,10
940.6023132771231,904.0243676546424,10
920.4395565826832,898.0579487070753,20
908.7846202409764,933.8918542133543,350
910.96692720483,931.8080760813511,0
910.0,920.0,0
936.1478761725477,885.0611832606999,20
950.0,920.0,0
925.5066706118952,936.8404028665134,330
950.0,920.0,0
928.1861625362064,933.7863299731905,330
945.0343214175567,895.131843928175,20
931.7158680321141,893.9537069871673,20
931.7158680321141,893.9537069871673,20
910.0,920.0,0
980.0,920.0,0
933.5952532736859,893.2696667005159,20
977.7211629518313,893.9527733499605,10
977.7211629518313,893.9527733499605,10
968.176930361465,899.1622186799684,10
933.5952532736859,893.2696667005159,20
920.6023132771229,935.9756323453576,350
922.96692720483,931.8080760813511,0
922.0,920.0,0
980.0,920.0,0
980.0,920.0,0
945.5066706118952,943.7863299731905,320
971.3457147995622,885.5552799150563,30
956.1478761725477,885.0611832606999,20
956.1478761725477,885.0611832606999,10
922.0,920.0,0
1012.0,920.0,0
944.8715647231168,889.1654249806079,10
1009.235011048222,888.3960316646187,10
1009.235011048222,888.3960316646187,10
997.7211629518313,893.9527733499605,10
944.8715647231168,889.1654249806079,20
932.4200063132694,938.0594104773608,350
934.96692720483,931.8080760813511,0
934.0,920.0,0
1012.0,920.0,0
1012.0,920.0,0
934.0,920.0,0
1046.0,920.0,0
956.6892577592632,887.0816468486047,10
1029.2350110482218,888.3960316646187,10
956.1478761725476,885.0611832606999,20
944.2376993494158,940.143188609364,350
946.96692720483,931.8080760813511,0
946.0,920.0,0
1046.0,920.0,0
1046.0,920.0,0
946.0,920.0,0
1082.0,920.0,0
968.5069507954097,884.9978687166015,0
956.0553923855623,942.2269667413672,350
958.96692720483,931.8080760813511,0
958.0,920.0,0
1082.0,920.0,0
1082.0,920.0,0
958.0,920.0,0
1120.0,920.0,0
980.5069507954097,884.9978687166015,0
967.8730854217088,944.3107448733704,350
970.96692720483,931.8080760813511,0
970.0,920.0,0
1120.0,920.0,0
1120.0,920.0,0
970.0,920.0,0
1160.0,920.0,0
992.5069507954097,884.9978687166015,0
979.6907784578552,946.3945230053736,340
982.96692720483,931.8080760813511,0
982.0,920.0,0
1160.0,920.0,0
1160.0,920.0,0
982.0,920.0,0
1202.0,920.0,0
1004.5069507954097,884.9978687166015,0
994.96692720483,931.8080760813511,0
994.0,920.0,0
1202.0,920.0,0
1202.0,920.0,0
994.0,920.0,0
1246.0,920.0,0
1016.5069507954097,884.9978687166015,0
1006.96692720483,931.8080760813511,0
1006.0,920.0,0
1246.0,920.0,0
1246.0,920.0,0
1006.0,920.0,0
1292.0,920.0,10
1028.5069507954097,884.9978687166015,0
1018.96692720483,931.8080760813511,0
1018.0,920.0,0
1292.0,920.0,0
1292.0,920.0,0
1018.0,920.0,0
1337.3011566385617,912.0121838273212,10
1040.5069507954097,884.9978687166015,0
1030.96692720483,931.8080760813511,0
1030.0,920.0,0
1340.0,920.0,0
1340.0,920.0,10
1030.0,920.0,0
1384.5719287831478,903.6770712993085,20
1052.5069507954097,884.9978687166015,0
1042.96692720483,931.8080760813511,0
1042.0,920.0,0
1390.0,920.0,0
1387.270772144586,911.6648874719873,20
1042.0,920.0,0
1429.6771745808715,887.2601044196764,20
1064.5069507954097,884.9978687166015,0
1054.96692720483,931.8080760813511,0
1054.0,920.0,0
1442.0,920.0,0
1432.3760179423098,895.2479205923552,20
1054.0,920.0,0
1476.661805620167,870.1590972533929,30
1076.5069507954097,884.9978687166015,0
1066.96692720483,931.8080760813511,0
1066.0,920.0,0
1479.3606489816052,878.1469134260717,30
1066.0,920.0,0
1519.9630758093888,845.1590972533929,40
1088.5069507954097,884.9978687166015,0
1078.96692720483,931.8080760813511,0
1078.0,920.0,0
1522.661919170827,853.1469134260717,30
1078.0,920.0,0
1558.2652979653376,813.019716769066,40
1100.5069507954097,884.9978687166015,0
1090.96692720483,931.8080760813511,0
1090.0,920.0,0
1567.6952401676178,827.1469134260717,40
1090.0,920.0,0
1598.0996090075244,779.5947610653659,50
1112.5069507954097,884.9978687166015,0
1102.96692720483,931.8080760813511,0
1102.0,920.0,0
1607.5295512098046,793.7219577223716,50
1102.0,920.0,0
1631.5245647112245,739.760450023179,60
1124.5069507954097,884.9978687166015,0
1114.96692720483,931.8080760813511,0
1114.0,920.0,0
1640.9545069135047,753.8876466801847,60
1114.0,920.0,0
1657.5245647112245,694.7271290263882,60
1136.5069507954097,884.9978687166015,0
1126.96692720483,931.8080760813511,0
1126.0,920.0,0
1666.9545069135047,708.8543256833939,60
1126.0,920.0,0
1684.5245647112245,647.9617572220285,70
1148.5069507954097,884.9978687166015,0
1138.96692720483,931.8080760813511,0
1138.0,920.0,0
1693.9545069135047,662.0889538790342,70
1138.0,920.0,0
1702.9936524508105,597.2183556995894,80
1160.5069507954097,884.9978687166015,0
1150.96692720483,931.8080760813511,0
1150.0,920.0,0
1712.4235946530907,611.3455523565951,80
1150.0,920.0,0
1712.3706540448247,544.0387370369302,90
1172.5069507954097,884.9978687166015,0
1162.96692720483,931.8080760813511,0
1162.0,920.0,0
1721.800596247105,558.1659336939359,90
1162.0,920.0,0
1712.3706540448247,490.03873703693023,100
1184.5069507954097,884.9978687166015,0
1174.96692720483,931.8080760813511,0
1174.0,920.0,0
1721.800596247105,504.1659336939359,100
1174.0,920.0,0
1702.9936524508105,436.859118374271,110
1196.5069507954097,884.9978687166015,0
1186.96692720483,931.8080760813511,0
1186.0,920.0,0
1712.4235946530907,450.9863150312767,100
1186.0,920.0,0
1684.5245647112245,386.11571685183196,110
1208.5069507954097,884.9978687166015,0
1198.96692720483,931.8080760813511,0
1198.0,920.0,0
1702.6992967037427,395.8370808625931,110
1198.0,920.0,0
1665.371436684987,333.4929300878211,120
1220.5069507954097,884.9978687166015,0
1210.96692720483,931.8080760813511,0
1210.0,920.0,0
1683.5461686775052,343.21429409858223,120
1210.0,920.0,0
1637.371436684987,284.99550747589257,130
1232.5069507954097,884.9978687166015,0
1222.96692720483,931.8080760813511,0
1222.0,920.0,0
1655.5461686775052,294.7168714866537,120
1222.0,920.0,0
1601.3753305425407,242.0970186612298,140
1244.5069507954097,884.9978687166015,0
1234.96692720483,931.8080760813511,0
1234.0,920.0,0
1626.5461686775052,244.48739806715628,130
1234.0,920.0,0
1558.4768417278779,206.10091251878362,140
1256.5069507954097,884.9978687166015,10
1246.96692720483,931.8080760813511,0
1246.0,920.0,0
1589.264487315686,200.05682036625555,140
1246.0,920.0,0
1514.046264026977,168.81923115696435,150
1268.3246438315562,882.9140905845983,10
1258.96692720483,931.8080760813511,10
1258.0,920.0,0
1544.8339096147852,162.77513900443628,150
1258.0,920.0,0
1463.8167906074796,139.81923115696435,160
1280.1423368677026,880.8303124525951,10
1270.7846202409764,929.7242979493479,10
1270.0,920.0,0
1494.6044361952877,133.77513900443628,160
1270.0,920.0,0
1409.3146186018969,119.98206284407557,160
1291.960029903849,878.7465343205919,10
1282.602313277123,927.6405198173447,10
1282.0,920.0,0
1440.102264189705,113.9379706915475,160
1282.0,920.0,0
1352.9330613547424,99.46085424453545,160
1303.7777229399956,876.6627561885887,10
1294.4200063132694,925.5567416853415,10
1294.0,920.0,0
1383.7207069425506,93.41676209200739,170
1294.0,920.0,0
1294.672118866016,78.255605358344,170
1315.595415976142,874.5789780565855,10
1306.2376993494158,923.4729635533383,10
1306.0,920.0,10
1324.632241761818,82.99787143199156,170
1306.0,920.0,0
1233.614038179259,67.48941834299431,180
1327.4131090122885,872.4951999245823,10
1318.0553923855623,921.3891854213351,10
1317.8176930361465,917.9162218679968,10
1263.574161075061,72.23168441664187,170
1318.0,920.0,0
1171.614038179259,67.48941834299433,180
1339.230802048435,870.4114217925791,10
1329.8730854217088,919.3054072893319,10
1329.635386072293,915.8324437359936,10
1200.5464648822797,61.118201045958315,180
1330.0,920.0,0
1107.614038179259,67.48941834299434,180
1351.0484950845814,868.3276436605759,10
1341.6907784578552,917.2216291573287,10
1341.4530791084394,913.7486656039904,10
1136.5464648822797,61.11820104595832,180
1342.0,920.0,0
1041.614038179259,67.48941834299436,180
1362.8661881207279,866.2438655285727,10
1353.5084714940017,915.1378510253255,10
1353.2707721445859,911.6648874719872,10
1070.5464648822797,61.11820104595833,180
1354.0,920.0,0
973.6140381792591,67.48941834299437,180
1374.6838811568743,864.1600873965695,10
1365.3261645301482,913.0540728933223,0
1365.0884651807323,909.581109339984,10
1002.5464648822797,61.11820104595834,180
1368.0,920.0,0
903.6140381792591,67.48941834299438,180
1386.5015741930208,862.0763092645662,10
1377.3261645301482,913.0540728933223,350
1376.9061582168788,907.4973312079808,10
932.5464648822797,61.118201045958344,180
1384.0,920.0,0
831.6140381792591,67.4894183429944,180
1398.3192672291673,859.992531132563,10
1389.1438575662946,915.1378510253255,340
1388.7238512530253,905.4135530759776,10
860.5464648822797,61.11820104595835,180
1402.0,920.0,0
757.6140381792591,67.48941834299441,180
1410.1369602653137,857.9087530005598,10
1400.4201690157256,919.2420927452335,350
1400.5415442891717,903.3297749439744,20
786.5464648822797,61.11820104595836,180
1422.0,920.0,0
681.6140381792591,67.48941834299443,190
1421.9546533014602,855.8249748685566,10
1412.237862051872,921.3258708772368,0
1411.8178557386027,899.2255332240663,20
710.5464648822797,61.118201045958365,180
1444.0,920.0,0
606.7686489503312,80.68667984568113,190
1433.7723463376067,853.7411967365534,10
1424.237862051872,921.3258708772368,10
1423.0941671880337,895.1212915041583,20
632.5464648822797,61.11820104595837,190
529.953644215379,94.2312377037017,190
1447.5596548797776,851.3101222492164,10
1436.0555550880185,919.2420927452335,20
1434.3704786374647,891.0170497842503,20
555.7314601473274,74.66275890397894,190
451.1690239744023,108.12309191705612,200
1463.3165789279728,848.5317514065455,10
1447.3318665374495,915.1378510253255,10
1445.6467900868956,886.9128080643422,20
476.94683990635076,88.55461311733336,200
375.99361431152965,135.48470338310963,210
1481.0431184821925,845.4060842085407,10
1459.149559573596,913.0540728933223,20
1456.9231015363266,882.8085663444342,20
401.7714302434781,115.91622458338688,200
306.71158200877454,175.48470338310963,220
1500.7392735424366,841.9331206552022,10
1470.425871023027,908.9498311734143,10
1468.1994129857576,878.7043246245262,30
324.71663533903364,143.96187633609173,210
245.4280265592563,226.90771215803278,230
1522.4050441087052,838.1128607465297,10
1482.2435640591734,906.8660530414111,20
1478.5917178311709,872.7043246245262,30
194.00501778433315,288.191267607551,240
1546.040430180998,833.9453044825234,10
1493.5198755086044,902.761811321503,30
1488.9840226765841,866.7043246245262,30
154.00501778433318,357.47329991030614,250
1571.6454317593154,829.4304518631832,10
1503.9121803540177,896.761811321503,40
1499.3763275219974,860.7043246245262,30
1599.2200488436572,824.5683028885092,10
1513.1047136714453,889.0483600052646,50
1509.7686323674106,854.7043246245262,30
1520.8181649876838,879.8558266878368,60
1520.160937212824,848.7043246245262,30
1526.8181649876838,869.4635218424236,60
1530.5532420582372,842.7043246245262,30
1532.8181649876838,859.0712169970103,60
1540.9455469036504,836.7043246245262,40
1538.8181649876838,848.678912151597,60
1550.138080221078,828.9908733082877,40
1544.8181649876838,838.2866073061838,60
1559.3306135385058,821.2774219920493,40
1550.8181649876838,827.8943024607705,60
1568.5231468559334,813.5639706758109,40
1556.8181649876838,817.5019976153573,60
1577.715680173361,805.8505193595724,40
1562.8181649876838,807.109692769944,60
1586.9082134907887,798.137068043334,40
1568.8181649876838,796.7173879245307,60
1596.1007468082164,790.4236167270956,40
1574.8181649876838,786.3250830791175,60
1605.293280125644,782.7101654108571,50
1580.8181649876838,775.9327782337042,60
1613.0067314418825,773.5176320934294,50
1586.8181649876838,765.5404733882909,60
1620.720182758121,764.3250987760016,50
1592.8181649876838,755.1481685428777,60
1628.4336340743594,755.1325654585738,50
1598.8181649876838,744.7558636974644,60
1636.1470853905978,745.940032141146,50
1604.8181649876838,734.3635588520511,60
1643.8605367068362,736.7474988237183,60
1610.8181649876838,723.9712540066379,60
1649.8605367068362,726.355193978305,60
1616.8181649876838,713.5789491612246,60
1655.8605367068362,715.9628891328917,60
1622.8181649876838,703.1866443158113,60
1661.8605367068362,705.5705842874785,60
1628.8181649876838,692.7943394703981,60
1667.8605367068362,695.1782794420652,60
1634.8181649876838,682.4020346249848,60
1673.8605367068362,684.785974596652,70
1640.8181649876838,672.0097297795716,60
1677.9647784267443,673.5096631472211,70
1646.8181649876838,661.6174249341583,60
1682.0690201466523,662.2333516977902,70
1652.8181649876838,651.225120088745,60
1686.1732618665603,650.9570402483594,70
1658.8181649876838,640.8328152433318,50
1690.2775035864684,639.6807287989285,70
1666.5316163039222,631.640281925904,40
1694.3817453063764,628.4044173494976,80
1675.7241496213499,623.9268306096656,30
1696.4655234383795,616.5867243133512,80
1686.1164544667631,617.9268306096656,20
1698.5493015703826,604.7690312772047,80
1697.392765916194,613.8225888897575,30
1700.6330797023857,592.9513382410582,80
1707.7850707616074,607.8225888897575,40
1702.7168578343887,581.1336452049118,80
1716.977604079035,600.1091375735191,50
1704.8006359663918,569.3159521687653,80
1724.6910553952735,590.9166042560913,60
1706.884414098395,557.4982591326188,90
1730.6910553952735,580.524299410678,70
1706.884414098395,545.4982591326188,90
1734.7952971151815,569.2479879612472,80
1706.884414098395,533.4982591326188,90
1736.8790752471846,557.4302949251007,70
1706.884414098395,521.4982591326188,90
1740.9833169670926,546.1539834756699,80
1706.884414098395,509.49825913261884,90
1743.0670950990957,534.3362904395234,90
1706.884414098395,497.49825913261884,90
1743.0670950990957,522.3362904395234,100
1706.884414098395,485.49825913261884,100
1740.9833169670926,510.5185974033769,110
1704.8006359663918,473.6805660964723,100
1736.8790752471846,499.24228595394595,120
1702.7168578343887,461.8628730603258,100
1730.8790752471846,488.8499811085327,130
1700.6330797023857,450.0451800241793,100
1723.1656239309461,479.65744779110497,130
1698.5493015703826,438.22748698803275,100
1715.4521726147077,470.46491447367725,130
1696.4655234383795,426.40979395188623,100
1707.7387212984693,461.27238115624954,130
1694.3817453063764,414.5921009157397,100
1700.0252699822308,452.0798478388218,130
1692.2979671743733,402.7744078795932,110
1692.3118186659924,442.8873145213941,130
1688.1937254544653,391.49809643016226,110
1684.598367349754,433.6947812039664,130
1684.0894837345572,380.22178498073134,110
1676.8849160335155,424.50224788653867,130
1679.9852420146492,368.9454735313004,110
1669.171464717277,415.30971456911095,130
1675.8810002947412,357.6691620818695,110
1661.4580134010387,406.11718125168323,130
1671.7767585748331,346.3928506324386,110
1652.458986865427,395.3925590480175,130
1667.672516854925,335.11653918300766,110
1642.1743851104425,383.13584795811386,130
1663.568275135017,323.84022773357674,120
1630.6042081360847,369.34704798197225,130
1657.568275135017,313.4479228881635,120
1617.748455942354,354.0261591195927,130
1651.568275135017,303.0556180427502,120
1603.60712852925,337.1731813709752,130
1645.568275135017,292.66331319733695,120
1590.7513763355194,321.85229250859567,130
1639.568275135017,282.2710083519237,120
1579.1811993611616,308.06349253245406,130
1633.568275135017,271.8787035065104,130
1568.896597606177,295.8067814425504,130
1625.8548238187786,262.6861701890827,130
1559.8975710705654,285.0821592388847,130
1618.1413725025402,253.49363687165496,130
1552.184119754327,275.88962592145697,130
1610.4279211863018,244.3011035542272,130
1544.4706684380885,266.69709260402925,130
1602.7144698700633,235.10857023679947,130
1536.75721712185,257.50455928660153,130
1595.001018553825,225.91603691937172,130
1529.0437658056117,248.3120259691738,130
1587.2875672375865,216.72350360194397,130
1521.3303144893732,239.11949265174604,130
1579.574115921348,207.53097028451623,140
1513.6168631731348,229.9269593343183,130
1570.3815826039204,199.81751896827777,140
1505.9034118568964,220.73442601689055,130
1561.1890492864927,192.1040676520393,140
1498.189960540658,211.5418926994628,130
1551.996515969065,184.39061633580084,140
1490.4765092244195,202.34935938203506,130
1542.8039826516374,176.67716501956238,140
1482.763057908181,193.15682606460732,120
1533.6114493342097,168.96371370332392,140
1476.763057908181,182.76452121919405,110
1524.418916016782,161.25026238708546,150
1472.658816188273,171.48820976976316,100
1514.0266111713688,155.25026238708546,150
1470.57503805627,159.67051673361667,90
1503.6343063259555,149.25026238708546,150
1470.57503805627,147.67051673361667,100
1493.2420014805423,143.25026238708546,150
1468.4912599242668,135.85282369747017,90
1482.849696635129,137.25026238708546,150
1468.4912599242668,123.85282369747017,100
1472.4573917897158,131.25026238708546,160
1466.4074817922638,112.03513066132368,110
1461.1810803402848,127.14602066717744,160
1449.9047688908538,123.04177894726942,160
1438.6284574414228,118.9375372273614,160
1427.3521459919918,114.83329550745339,160
1416.0758345425609,110.72905378754537,160
1404.79952309313,106.62481206763735,160
1393.523211643699,102.52057034772933,160
1382.246900194268,98.41632862782131,160
1370.970588744837,94.3120869079133,160
1359.694277295406,90.20784518800528,160
1348.417965845975,86.10360346809726,170
1336.6002728098285,84.0198253360941,170
1324.782579773682,81.93604720409094,170
1312.9648867375356,79.85226907208778,170
1301.1471937013891,77.76849094008462,170
1289.3295006652427,75.68471280808146,170
1277.5118076290962,73.6009346760783,170
1265.6941145929497,71.51715654407514,170
1253.8764215568033,69.43337841207197,170
1242.0587285206568,67.34960028006881,170
1230.2410354845103,65.26582214806565,170
1218.4233424483639,63.182044016062484,170
1206.6056494122174,61.098265884059316,170
1194.787956376071,59.01448775205615,170
1182.9702633399245,56.93070962005298,180
1170.9702633399245,56.93070962005298,180
1158.9702633399245,56.93070962005298,180
1146.9702633399245,56.93070962005298,180
1134.9702633399245,56.93070962005298,180
1122.9702633399245,56.93070962005298,180
1110.9702633399245,56.93070962005298,180
1098.9702633399245,56.93070962005298,180
1086.9702633399245,56.93070962005298,180
1074.9702633399245,56.93070962005298,180
1062.9702633399245,56.93070962005298,180
1050.9702633399245,56.93070962005298,180
1038.9702633399245,56.93070962005298,180
1026.9702633399245,56.93070962005298,180
1014.9702633399245,56.93070962005298,180
