Epoch 0/1000, Train Loss: 2.7211194038391113, Val Loss: 0.7932378053665161, Train Acc: 0.4, Val Acc: 0.20000000298023224, LR: 0.0007570898144357596
Epoch 180/1000, Train Loss: 0.8295803964138031, Val Loss: 0.40876859426498413, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.0004867276875596401
Epoch 190/1000, Train Loss: 0.951507568359375, Val Loss: 0.40054044127464294, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.0004717075693998557
Epoch 200/1000, Train Loss: 0.8813946843147278, Val Loss: 0.39800602197647095, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.0004566874512400713
Epoch 210/1000, Train Loss: 1.2554903626441956, Val Loss: 0.40957799553871155, Train Acc: 0.675, Val Acc: 0.800000011920929, LR: 0.0004416673330802869
Epoch 220/1000, Train Loss: 0.7580675035715103, Val Loss: 0.39495179057121277, Train Acc: 0.825, Val Acc: 0.800000011920929, LR: 0.0004266472149205025
Epoch 230/1000, Train Loss: 1.088376760482788, Val Loss: 0.4105108380317688, Train Acc: 0.7, Val Acc: 0.699999988079071, LR: 0.0004116270967607181
Epoch 240/1000, Train Loss: 0.6134092509746552, Val Loss: 0.39367538690567017, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 0.0003966069786009337
Epoch 250/1000, Train Loss: 0.7157155275344849, Val Loss: 0.406874418258667, Train Acc: 0.85, Val Acc: 0.800000011920929, LR: 0.0003815868604411493
Epoch 260/1000, Train Loss: 0.8428733646869659, Val Loss: 0.40199166536331177, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.00036656674228136493
Epoch 270/1000, Train Loss: 1.0824925899505615, Val Loss: 0.41056084632873535, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 0.00035154662412158053
Epoch 280/1000, Train Loss: 0.7906314432621002, Val Loss: 0.4081759452819824, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 0.00033652650596179614
Epoch 290/1000, Train Loss: 0.7126871943473816, Val Loss: 0.39667338132858276, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 0.00032150638780201174
Epoch 300/1000, Train Loss: 0.7853057384490967, Val Loss: 0.4075663089752197, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 0.00030648626964222735
Epoch 310/1000, Train Loss: 0.8274245262145996, Val Loss: 0.4085136353969574, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.00029146615148244295
Epoch 320/1000, Train Loss: 0.8661790490150452, Val Loss: 0.4077931046485901, Train Acc: 0.725, Val Acc: 0.699999988079071, LR: 0.00027644603332265856
Epoch 330/1000, Train Loss: 0.7016019225120544, Val Loss: 0.4010036587715149, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 0.00026142591516287416
Epoch 340/1000, Train Loss: 0.608065664768219, Val Loss: 0.3980638384819031, Train Acc: 0.875, Val Acc: 0.800000011920929, LR: 0.00024640579700308977
Epoch 350/1000, Train Loss: 0.9472939372062683, Val Loss: 0.40066033601760864, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.00023138567884330535
Epoch 360/1000, Train Loss: 0.864363431930542, Val Loss: 0.4085105359554291, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 0.00021636556068352095
Epoch 370/1000, Train Loss: 0.6542530655860901, Val Loss: 0.40437641739845276, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 0.00020134544252373656
Epoch 380/1000, Train Loss: 0.9059475064277649, Val Loss: 0.40485960245132446, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.00018632532436395216
Epoch 390/1000, Train Loss: 1.071714460849762, Val Loss: 0.40775951743125916, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 0.00017130520620416777
Epoch 400/1000, Train Loss: 1.0155913829803467, Val Loss: 0.4039634168148041, Train Acc: 0.675, Val Acc: 0.800000011920929, LR: 0.00015628508804438337
Epoch 410/1000, Train Loss: 0.7506614327430725, Val Loss: 0.40253525972366333, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 0.00014126496988459898
Epoch 420/1000, Train Loss: 0.6999460458755493, Val Loss: 0.40382152795791626, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 0.00012624485172481458
Epoch 430/1000, Train Loss: 0.938555121421814, Val Loss: 0.40090760588645935, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 0.00011122473356503018
Epoch 440/1000, Train Loss: 0.7703332901000977, Val Loss: 0.4041740894317627, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 9.620461540524573e-05
Epoch 450/1000, Train Loss: 0.6698299050331116, Val Loss: 0.40429139137268066, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 8.11844972454613e-05
Epoch 460/1000, Train Loss: 0.6353991031646729, Val Loss: 0.40419378876686096, Train Acc: 0.8, Val Acc: 0.800000011920929, LR: 6.616437908567687e-05
Epoch 470/1000, Train Loss: 0.9398482441902161, Val Loss: 0.40293097496032715, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 5.11442609258924e-05
Epoch 480/1000, Train Loss: 0.7581114172935486, Val Loss: 0.4059663414955139, Train Acc: 0.775, Val Acc: 0.699999988079071, LR: 3.612414276610791e-05
Epoch 490/1000, Train Loss: 0.6759207844734192, Val Loss: 0.4055713713169098, Train Acc: 0.85, Val Acc: 0.699999988079071, LR: 2.110402460632345e-05
Epoch 500/1000, Train Loss: 0.8885392844676971, Val Loss: 0.4051341414451599, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 510/1000, Train Loss: 0.7931963503360748, Val Loss: 0.40506553649902344, Train Acc: 0.725, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 520/1000, Train Loss: 0.7906344532966614, Val Loss: 0.4051816463470459, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 530/1000, Train Loss: 0.7107554078102112, Val Loss: 0.4050959050655365, Train Acc: 0.825, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 540/1000, Train Loss: 0.9758978188037872, Val Loss: 0.4050072729587555, Train Acc: 0.7, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 550/1000, Train Loss: 0.9426504671573639, Val Loss: 0.40492987632751465, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 560/1000, Train Loss: 0.773122102022171, Val Loss: 0.40529221296310425, Train Acc: 0.725, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 570/1000, Train Loss: 0.795730710029602, Val Loss: 0.40549880266189575, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 580/1000, Train Loss: 0.9443441033363342, Val Loss: 0.40544137358665466, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 590/1000, Train Loss: 0.7745986580848694, Val Loss: 0.4054342806339264, Train Acc: 0.7, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 600/1000, Train Loss: 0.6876780837774277, Val Loss: 0.4054466187953949, Train Acc: 0.675, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 610/1000, Train Loss: 0.7365073561668396, Val Loss: 0.40517765283584595, Train Acc: 0.7, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 620/1000, Train Loss: 0.5831279158592224, Val Loss: 0.40515604615211487, Train Acc: 0.9, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 630/1000, Train Loss: 0.7264046370983124, Val Loss: 0.4051716923713684, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 640/1000, Train Loss: 0.664922833442688, Val Loss: 0.40541428327560425, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 650/1000, Train Loss: 0.6843226253986359, Val Loss: 0.40501293540000916, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 660/1000, Train Loss: 0.6992058753967285, Val Loss: 0.40479129552841187, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 670/1000, Train Loss: 0.6189060807228088, Val Loss: 0.40470466017723083, Train Acc: 0.8, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 680/1000, Train Loss: 0.6021934598684311, Val Loss: 0.40453213453292847, Train Acc: 0.825, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 690/1000, Train Loss: 0.9464622735977173, Val Loss: 0.40428251028060913, Train Acc: 0.65, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 700/1000, Train Loss: 0.8145232945680618, Val Loss: 0.40470224618911743, Train Acc: 0.675, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 710/1000, Train Loss: 0.758359432220459, Val Loss: 0.4051406979560852, Train Acc: 0.7, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 720/1000, Train Loss: 0.7420582175254822, Val Loss: 0.40501779317855835, Train Acc: 0.75, Val Acc: 0.699999988079071, LR: 7.5859182625174245e-06
Epoch 730/1000, Train Loss: 0.8484443426132202, Val Loss: 0.4051129221916199, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 740/1000, Train Loss: 0.8493038415908813, Val Loss: 0.4049089848995209, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 750/1000, Train Loss: 0.8357903063297272, Val Loss: 0.4048559069633484, Train Acc: 0.825, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 760/1000, Train Loss: 0.8066711723804474, Val Loss: 0.4048098027706146, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 770/1000, Train Loss: 0.6981833279132843, Val Loss: 0.4046158194541931, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 780/1000, Train Loss: 0.7723492830991745, Val Loss: 0.40455612540245056, Train Acc: 0.725, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 790/1000, Train Loss: 0.7255316376686096, Val Loss: 0.40432143211364746, Train Acc: 0.825, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 800/1000, Train Loss: 0.6855007410049438, Val Loss: 0.40411797165870667, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 810/1000, Train Loss: 0.9248398542404175, Val Loss: 0.4038146436214447, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 820/1000, Train Loss: 0.5869265347719193, Val Loss: 0.4039876461029053, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 830/1000, Train Loss: 0.7991703748703003, Val Loss: 0.4033733010292053, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 840/1000, Train Loss: 0.7637747526168823, Val Loss: 0.4032994210720062, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 850/1000, Train Loss: 0.883668452501297, Val Loss: 0.4029427170753479, Train Acc: 0.675, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 860/1000, Train Loss: 0.7775870263576508, Val Loss: 0.4028131365776062, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 870/1000, Train Loss: 0.7289493083953857, Val Loss: 0.40304771065711975, Train Acc: 0.825, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 880/1000, Train Loss: 1.039227306842804, Val Loss: 0.4030555188655853, Train Acc: 0.625, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 890/1000, Train Loss: 0.8419631719589233, Val Loss: 0.40292033553123474, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 900/1000, Train Loss: 0.6330017894506454, Val Loss: 0.4037584364414215, Train Acc: 0.85, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 910/1000, Train Loss: 0.6239018887281418, Val Loss: 0.4032917022705078, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 920/1000, Train Loss: 0.9338083863258362, Val Loss: 0.4031898081302643, Train Acc: 0.675, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 930/1000, Train Loss: 0.6852061450481415, Val Loss: 0.404011070728302, Train Acc: 0.8, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 940/1000, Train Loss: 0.7495215833187103, Val Loss: 0.40388375520706177, Train Acc: 0.75, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 950/1000, Train Loss: 0.7766533195972443, Val Loss: 0.4042159616947174, Train Acc: 0.7, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 960/1000, Train Loss: 0.6151033043861389, Val Loss: 0.40436092019081116, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 970/1000, Train Loss: 0.8737862706184387, Val Loss: 0.40451398491859436, Train Acc: 0.775, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 980/1000, Train Loss: 0.5952722728252411, Val Loss: 0.40431395173072815, Train Acc: 0.8, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
Epoch 990/1000, Train Loss: 0.6479905247688293, Val Loss: 0.4036479890346527, Train Acc: 0.8, Val Acc: 0.800000011920929, LR: 7.5859182625174245e-06
[33m[W 2024-06-04 10:35:47,145][39m Trial 0 failed with parameters: {'hidden_size': 134, 'learning_rate': 0.000758591826251738, 'weight_decay': 0.00017546598855304663} because of the following error: The value None could not be cast to float..
[33m[W 2024-06-04 10:35:47,146][39m Trial 0 failed with value None.
