Epoch 0/1000, Train Loss: 2.5093436241149902, Val Loss: 0.666465163230896, Train Acc: 0.35, Val Acc: 0.6000000238418579, LR: 0.0008078087213390082
Epoch 340/1000, Train Loss: 0.7309214472770691, Val Loss: 0.34577450156211853, Train Acc: 0.875, Val Acc: 0.8999999761581421, LR: 0.0002629129965986012
Epoch 350/1000, Train Loss: 1.0091945230960846, Val Loss: 0.3403192162513733, Train Acc: 0.7, Val Acc: 0.8999999761581421, LR: 0.0002468866517532949
Epoch 360/1000, Train Loss: 1.091750830411911, Val Loss: 0.3483273386955261, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 0.00023086030690798887
Epoch 370/1000, Train Loss: 0.9915199875831604, Val Loss: 0.31850290298461914, Train Acc: 0.825, Val Acc: 0.8999999761581421, LR: 0.0002148339620626829
Epoch 380/1000, Train Loss: 1.1766197085380554, Val Loss: 0.3433935344219208, Train Acc: 0.675, Val Acc: 0.8999999761581421, LR: 0.000198807617217377
Epoch 390/1000, Train Loss: 0.869038313627243, Val Loss: 0.334911972284317, Train Acc: 0.7, Val Acc: 0.8999999761581421, LR: 0.00018278127237207094
Epoch 400/1000, Train Loss: 0.7696582674980164, Val Loss: 0.32971903681755066, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 0.00016675492752676492
Epoch 410/1000, Train Loss: 1.1506067514419556, Val Loss: 0.33065885305404663, Train Acc: 0.675, Val Acc: 0.8999999761581421, LR: 0.00015072858268145897
Epoch 420/1000, Train Loss: 0.8654203712940216, Val Loss: 0.32733863592147827, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 0.0001347022378361531
Epoch 430/1000, Train Loss: 1.2814751267433167, Val Loss: 0.34363269805908203, Train Acc: 0.575, Val Acc: 0.8999999761581421, LR: 0.00011867589299084708
Epoch 440/1000, Train Loss: 1.0182440876960754, Val Loss: 0.3311898410320282, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 0.00010264954814554103
Epoch 450/1000, Train Loss: 0.8489305973052979, Val Loss: 0.3209865093231201, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.662320330023498e-05
Epoch 460/1000, Train Loss: 1.0121949911117554, Val Loss: 0.30700570344924927, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 7.059685845492893e-05
Epoch 470/1000, Train Loss: 1.0028114020824432, Val Loss: 0.3259699046611786, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 5.4570513609622884e-05
Epoch 480/1000, Train Loss: 0.7053329646587372, Val Loss: 0.3279995322227478, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 3.8544168764316834e-05
Epoch 490/1000, Train Loss: 1.023719847202301, Val Loss: 0.32923293113708496, Train Acc: 0.7, Val Acc: 0.8999999761581421, LR: 2.25178239190108e-05
Epoch 500/1000, Train Loss: 0.8474707007408142, Val Loss: 0.3291143476963043, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 510/1000, Train Loss: 0.9320676624774933, Val Loss: 0.32879775762557983, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 520/1000, Train Loss: 1.0151921510696411, Val Loss: 0.3284522593021393, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 530/1000, Train Loss: 0.8191949725151062, Val Loss: 0.32891562581062317, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 540/1000, Train Loss: 1.0562641024589539, Val Loss: 0.3292519152164459, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 550/1000, Train Loss: 0.8092304766178131, Val Loss: 0.3307299315929413, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 560/1000, Train Loss: 0.6797035038471222, Val Loss: 0.3305369019508362, Train Acc: 0.9, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 570/1000, Train Loss: 0.8879232406616211, Val Loss: 0.33064818382263184, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 580/1000, Train Loss: 0.7940683662891388, Val Loss: 0.3311087489128113, Train Acc: 0.825, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 590/1000, Train Loss: 0.7814260721206665, Val Loss: 0.33111241459846497, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 600/1000, Train Loss: 1.0386517941951752, Val Loss: 0.3318735957145691, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 610/1000, Train Loss: 0.981915682554245, Val Loss: 0.3330048620700836, Train Acc: 0.875, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 620/1000, Train Loss: 0.7585834264755249, Val Loss: 0.3334473967552185, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 630/1000, Train Loss: 0.9328803420066833, Val Loss: 0.33327096700668335, Train Acc: 0.7, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 640/1000, Train Loss: 0.9170041978359222, Val Loss: 0.3335343301296234, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 650/1000, Train Loss: 0.875343382358551, Val Loss: 0.3337460160255432, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 660/1000, Train Loss: 1.2687554955482483, Val Loss: 0.3337847590446472, Train Acc: 0.625, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 670/1000, Train Loss: 0.7736937701702118, Val Loss: 0.33349135518074036, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 680/1000, Train Loss: 1.0453213453292847, Val Loss: 0.3335810899734497, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 690/1000, Train Loss: 0.6798617243766785, Val Loss: 0.3340502381324768, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 700/1000, Train Loss: 0.9202423989772797, Val Loss: 0.33348822593688965, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 710/1000, Train Loss: 0.9585228264331818, Val Loss: 0.3338466286659241, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 720/1000, Train Loss: 0.9201349318027496, Val Loss: 0.33344757556915283, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 730/1000, Train Loss: 0.9397723376750946, Val Loss: 0.3331848978996277, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 740/1000, Train Loss: 0.9054962694644928, Val Loss: 0.33312875032424927, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 750/1000, Train Loss: 1.096369206905365, Val Loss: 0.33388644456863403, Train Acc: 0.625, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 760/1000, Train Loss: 0.9999071955680847, Val Loss: 0.3340744376182556, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 770/1000, Train Loss: 0.756013959646225, Val Loss: 0.33402496576309204, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 780/1000, Train Loss: 0.8915765881538391, Val Loss: 0.33431392908096313, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 790/1000, Train Loss: 0.8921229243278503, Val Loss: 0.33390921354293823, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 800/1000, Train Loss: 0.6277566850185394, Val Loss: 0.3344401717185974, Train Acc: 0.85, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 810/1000, Train Loss: 0.902580201625824, Val Loss: 0.33467599749565125, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 820/1000, Train Loss: 1.081262081861496, Val Loss: 0.33546897768974304, Train Acc: 0.7, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 830/1000, Train Loss: 0.8531724512577057, Val Loss: 0.33634236454963684, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 840/1000, Train Loss: 0.885421097278595, Val Loss: 0.3362542986869812, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 850/1000, Train Loss: 0.8481873869895935, Val Loss: 0.3360680937767029, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 860/1000, Train Loss: 0.7090836763381958, Val Loss: 0.33633044362068176, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 870/1000, Train Loss: 0.9677948355674744, Val Loss: 0.3367456793785095, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 880/1000, Train Loss: 1.1656577587127686, Val Loss: 0.3353307247161865, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 890/1000, Train Loss: 0.8386963605880737, Val Loss: 0.33565014600753784, Train Acc: 0.825, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 900/1000, Train Loss: 0.8338771164417267, Val Loss: 0.33634066581726074, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 910/1000, Train Loss: 0.7188332378864288, Val Loss: 0.3367222845554352, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 920/1000, Train Loss: 0.9834479987621307, Val Loss: 0.33623597025871277, Train Acc: 0.725, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 930/1000, Train Loss: 0.9159114062786102, Val Loss: 0.33660608530044556, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 940/1000, Train Loss: 0.9247617721557617, Val Loss: 0.33616721630096436, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 950/1000, Train Loss: 0.8461281359195709, Val Loss: 0.33627986907958984, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 960/1000, Train Loss: 0.8357960879802704, Val Loss: 0.3351530432701111, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 970/1000, Train Loss: 0.8462586998939514, Val Loss: 0.3353079855442047, Train Acc: 0.8, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 980/1000, Train Loss: 0.9550938010215759, Val Loss: 0.33536627888679504, Train Acc: 0.75, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
Epoch 990/1000, Train Loss: 0.9893528521060944, Val Loss: 0.33538761734962463, Train Acc: 0.775, Val Acc: 0.8999999761581421, LR: 8.09411355823538e-06
[32m[I 2024-06-03 14:12:19,427][39m Trial 0 finished with value: 0.18218748271465302 and parameters: {'hidden_size': 80, 'learning_rate': 0.0008094113558235388, 'weight_decay': 0.0006528553563911876}. Best is trial 0 with value: 0.18218748271465302.
